City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,College,US,2020-10-07 06:51:54,64.86,-147.8,41.0,93,90,4.7
279,Kontagora,NG,2020-10-07 06:51:54,10.4,5.47,71.02,91,84,3.38
280,Tarakan,ID,2020-10-07 06:51:54,3.3,117.63,83.89,72,100,6.26
281,Baykit,RU,2020-10-07 06:51:55,61.67,96.37,34.86,83,100,8.88
282,Aitape,PG,2020-10-07 06:51:55,-3.14,142.35,84.42,71,43,7.9
283,Thompson,CA,2020-10-07 06:51:55,55.74,-97.86,30.2,92,75,0.51
284,Miri,MY,2020-10-07 06:51:55,4.41,114.01,87.8,70,40,8.05
285,Shelburne,CA,2020-10-07 06:51:56,44.08,-80.2,57.2,71,1,11.41
286,Gogrial,SS,2020-10-07 06:51:56,8.53,28.1,81.63,76,31,3.47
287,Saint-Joseph,RE,2020-10-07 06:51:56,-21.37,55.62,78.8,74,20,11.41
288,Borujerd,IR,2020-10-07 06:51:56,33.9,48.75,73.4,33,0,13.44
289,Mwinilunga,ZM,2020-10-07 06:51:57,-11.74,24.43,85.32,35,88,2.84
290,Bud,US,2020-10-07 06:51:57,39.45,-86.18,60.01,62,1,6.93
291,Petlawad,IN,2020-10-07 06:51:57,23.0,74.8,90.52,28,100,6.11
292,Deputatskiy,RU,2020-10-07 06:51:57,69.3,139.9,23.63,91,4,23.42
293,Adrar,MR,2020-10-07 06:51:57,20.5,-10.07,85.86,27,49,14.76
294,Fonte Boa,BR,2020-10-07 06:51:58,-2.5,-66.27,72.28,96,100,0.36
295,Khovu-Aksy,RU,2020-10-07 06:51:58,51.13,93.6,37.09,77,100,2.91
296,Atar,MR,2020-10-07 06:51:58,20.52,-13.05,85.55,47,57,5.48
297,Nyurba,RU,2020-10-07 06:51:59,63.28,118.33,45.73,70,100,7.99
298,Balabac,PH,2020-10-07 06:51:59,7.99,117.06,85.08,70,100,9.15
299,Komsomolskiy,UZ,2020-10-07 06:51:59,40.43,71.72,60.8,36,4,2.24
300,Cabo San Lucas,MX,2020-10-07 06:51:59,22.89,-109.91,80.01,72,0,1.99
301,Nijar,ES,2020-10-07 06:47:20,36.97,-2.21,60.8,67,8,2.24
302,Agde,FR,2020-10-07 06:52:00,43.31,3.48,59.0,77,100,6.93
303,Virginia Beach,US,2020-10-07 06:47:49,36.85,-75.98,61.0,77,1,4.7
304,Geraldton,AU,2020-10-07 06:50:51,-28.77,114.6,73.4,27,0,19.46
305,Tuatapere,NZ,2020-10-07 06:52:01,-46.13,167.68,46.0,70,80,5.01
306,Santa Cruz,BO,2020-10-07 06:51:47,-17.8,-63.17,77.0,88,0,8.05
307,Maceio,BR,2020-10-07 06:51:49,-9.67,-35.74,69.8,100,75,1.12
308,Sorochinsk,RU,2020-10-07 06:52:02,52.43,53.16,54.05,49,88,8.61
309,Karla,EE,2020-10-07 06:52:02,59.37,24.93,50.0,93,0,6.93
310,Were Ilu,ET,2020-10-07 06:52:02,10.6,39.43,62.15,44,0,7.38
311,Novopokrovka,UA,2020-10-07 06:52:03,49.84,36.55,60.8,38,0,13.42
312,Vuktyl,RU,2020-10-07 06:52:03,63.86,57.31,37.4,75,18,7.76
313,Volosovo,RU,2020-10-07 06:52:03,59.43,29.48,54.0,93,90,4.47
314,Port Said,EG,2020-10-07 06:52:04,31.26,32.28,82.4,74,0,8.05
315,Olinda,BR,2020-10-07 06:52:04,-8.01,-34.86,78.8,78,75,8.05
316,Carutapera,BR,2020-10-07 06:52:04,-1.2,-46.02,77.56,82,100,7.29
317,Mbaiki,CF,2020-10-07 06:52:05,3.87,17.99,79.3,69,42,2.37
318,Si Sa Ket,TH,2020-10-07 06:52:05,15.11,104.33,82.99,83,100,12.26
319,Ibadan,NG,2020-10-07 06:52:05,7.39,3.9,73.54,91,100,1.63
320,Americo Brasiliense,BR,2020-10-07 06:52:05,-21.72,-48.1,75.51,39,43,3.29
321,Raudeberg,NO,2020-10-07 06:52:05,61.99,5.14,54.0,84,98,7.18
322,Kalianget,ID,2020-10-07 06:52:06,-7.05,113.93,86.85,52,95,10.36
323,Bubaque,GW,2020-10-07 06:52:06,11.28,-15.83,82.62,75,100,5.88
324,Cumbum,IN,2020-10-07 06:52:06,9.73,77.3,89.6,49,21,5.79
325,Manaure,CO,2020-10-07 06:52:06,11.78,-72.44,81.52,82,100,8.48
326,Moba,CN,2020-10-07 06:52:07,33.23,105.02,50.95,84,100,7.05
327,Bandarbeyla,SO,2020-10-07 06:52:07,9.49,50.81,84.18,61,3,12.3
328,Tunceli,TR,2020-10-07 06:52:07,39.11,39.55,64.4,31,0,2.24
329,Fortuna,US,2020-10-07 06:52:07,40.6,-124.16,55.99,95,36,2.04
330,Marawi,PH,2020-10-07 06:52:07,8.0,124.29,82.99,79,100,4.0
331,Ghosi,IN,2020-10-07 06:52:08,26.11,83.54,91.44,45,29,4.36
332,Rye Brook,US,2020-10-07 06:52:08,41.02,-73.68,63.0,77,75,4.7
333,Sitka,US,2020-10-07 06:52:08,57.05,-135.33,46.4,87,40,6.93
334,Taguatinga,BR,2020-10-07 06:52:08,-12.39,-46.57,76.24,28,8,6.64
335,Waingapu,ID,2020-10-07 06:52:09,-9.66,120.26,85.68,54,50,11.32
336,Maraba,BR,2020-10-07 06:52:09,-5.37,-49.12,78.8,88,95,4.7
337,Beloha,MG,2020-10-07 06:52:09,-25.17,45.05,75.11,55,56,16.15
338,Vilyuysk,RU,2020-10-07 06:52:10,63.76,121.62,42.22,64,100,6.22
339,Xunchang,CN,2020-10-07 06:52:10,28.45,104.72,67.55,70,80,2.55
340,Houma,US,2020-10-07 06:52:10,29.6,-90.72,73.0,100,90,5.82
341,Rio Gallegos,AR,2020-10-07 06:51:29,-51.62,-69.22,33.8,86,0,12.75
342,Belaya Gora,RU,2020-10-07 06:52:10,68.53,146.42,32.74,87,91,10.33
343,South Venice,US,2020-10-07 06:52:11,27.05,-82.42,80.01,94,1,12.75
344,Muros,ES,2020-10-07 06:52:11,42.78,-9.06,62.01,96,53,2.42
345,Cairns,AU,2020-10-07 06:48:03,-16.92,145.77,80.01,57,90,12.75
346,Ketchikan,US,2020-10-07 06:52:11,55.34,-131.65,42.8,93,1,3.36
347,Scranton,US,2020-10-07 06:50:21,41.41,-75.66,59.0,62,40,4.7
348,Lilongwe,MW,2020-10-07 06:52:12,-13.97,33.79,71.6,64,75,16.11
349,Meulaboh,ID,2020-10-07 06:52:12,4.14,96.13,82.92,66,84,4.45
350,Husavik,IS,2020-10-07 06:52:12,66.04,-17.34,42.8,87,90,8.05
351,Primorsko-Akhtarsk,RU,2020-10-07 06:52:12,46.05,38.17,63.77,58,0,17.29
352,Turukhansk,RU,2020-10-07 06:52:13,65.82,87.98,31.3,91,47,6.35
353,Alugan,PH,2020-10-07 06:52:13,12.22,125.48,84.74,79,100,5.7
354,Narsaq,GL,2020-10-07 06:52:13,60.92,-46.05,21.2,48,0,8.05
355,Kununurra,AU,2020-10-07 06:52:14,-15.77,128.73,93.2,46,40,12.75
356,Port Blair,IN,2020-10-07 06:52:14,11.67,92.75,84.0,74,27,11.63
357,Wajid,SO,2020-10-07 06:52:14,3.81,43.25,84.34,57,45,12.12
358,Ayagoz,KZ,2020-10-07 06:52:14,47.97,80.44,41.09,58,74,17.36
359,Ariyalur,IN,2020-10-07 06:52:15,11.13,79.08,93.2,56,8,11.41
360,East London,ZA,2020-10-07 06:52:15,-33.02,27.91,71.6,68,0,9.17
361,Sobolevo,RU,2020-10-07 06:52:15,54.43,31.9,52.09,73,100,10.49
362,Lodwar,KE,2020-10-07 06:52:15,3.12,35.6,91.4,28,5,19.33
363,Livani,LV,2020-10-07 06:52:15,56.35,26.18,55.72,74,0,4.94
364,Agaro,ET,2020-10-07 06:52:16,7.85,36.65,72.93,56,0,2.08
365,Lichinga,MZ,2020-10-07 06:52:16,-13.31,35.24,69.8,73,75,13.87
366,Sarangani,PH,2020-10-07 06:52:17,5.4,125.46,82.13,77,100,9.69
367,Vao,NC,2020-10-07 06:52:17,-22.67,167.48,71.11,78,2,19.53
368,Banda Aceh,ID,2020-10-07 06:52:17,5.56,95.32,84.36,66,100,14.09
369,Bereda,ES,2020-10-07 06:52:18,43.27,-7.54,63.0,100,96,5.01
370,Grafton,US,2020-10-07 06:51:14,42.21,-71.69,55.99,82,1,10.29
371,Sabang,ID,2020-10-07 06:52:18,5.89,95.32,81.55,79,100,19.86
372,Hambantota,LK,2020-10-07 06:52:18,6.12,81.12,91.4,52,20,13.87
373,Souillac,MU,2020-10-07 06:52:18,-20.52,57.52,80.6,74,40,11.41
374,Balkhash,KZ,2020-10-07 06:52:19,46.84,74.98,46.4,49,20,15.66
375,Nouadhibou,MR,2020-10-07 06:47:54,20.93,-17.03,69.8,94,14,8.05
376,Baoqing,CN,2020-10-07 06:52:19,46.33,132.21,53.76,49,29,7.49
377,Den Helder,NL,2020-10-07 06:52:19,52.96,4.76,57.0,82,40,11.41
378,Upata,VE,2020-10-07 06:52:19,8.01,-62.4,75.99,81,100,4.0
379,Ayia Galini,GR,2020-10-07 06:52:20,35.1,24.68,90.0,32,98,3.47
380,Ravar,IR,2020-10-07 06:52:20,31.27,56.81,80.55,16,0,8.86
381,Brigg,GB,2020-10-07 06:52:20,53.55,-0.49,51.8,87,0,11.41
382,Hirara,JP,2020-10-07 06:52:20,24.8,125.28,82.4,54,20,16.11
383,Ust-Kan,RU,2020-10-07 06:52:21,50.93,84.76,32.76,87,100,9.86
384,Sampit,ID,2020-10-07 06:52:21,-2.53,112.95,94.46,44,87,7.72
385,Bay Roberts,CA,2020-10-07 06:52:21,47.6,-53.26,50.0,1,5,11.43
386,Nalut,LY,2020-10-07 06:52:21,30.33,10.85,67.35,75,1,19.01
387,Viedma,AR,2020-10-07 06:52:21,-40.81,-63.0,52.0,48,36,4.0
388,Bageshwar,IN,2020-10-07 06:52:22,29.85,79.77,88.14,29,0,3.33
389,Kungurtug,RU,2020-10-07 06:52:22,50.6,97.52,45.88,56,100,2.98
390,Heilbad Heiligenstadt,DE,2020-10-07 06:52:22,51.38,10.13,52.0,71,73,4.0
391,Kumbo,CM,2020-10-07 06:52:22,6.2,10.67,64.18,87,89,0.72
392,Udachnyy,RU,2020-10-07 06:52:23,66.42,112.4,26.6,100,90,11.18
393,Burnie,AU,2020-10-07 06:52:23,-41.07,145.92,55.0,60,100,3.0
394,Namtsy,RU,2020-10-07 06:52:23,62.72,129.67,48.2,49,0,8.95
395,Licata,IT,2020-10-07 06:52:24,37.11,13.95,62.6,93,50,4.7
396,Mugur-Aksy,RU,2020-10-07 06:52:24,50.35,90.5,36.39,71,100,4.65
397,Yeppoon,AU,2020-10-07 06:52:24,-23.13,150.73,77.0,53,40,10.29
398,Itoman,JP,2020-10-07 06:52:24,26.12,127.67,82.4,65,40,28.86
399,Kieta,PG,2020-10-07 06:52:25,-6.22,155.63,82.56,67,62,3.69
400,Port Hedland,AU,2020-10-07 06:52:25,-20.32,118.57,80.6,26,0,12.75
401,Oistins,BB,2020-10-07 06:52:25,13.07,-59.53,77.0,94,40,4.7
402,Sorland,NO,2020-10-07 06:52:25,67.67,12.69,53.6,81,75,19.46
403,Lufilufi,WS,2020-10-07 06:52:25,-13.87,-171.6,80.01,94,40,6.93
404,Ormstown,CA,2020-10-07 06:52:26,45.13,-74.0,57.99,71,97,8.97
405,Karasburg,NA,2020-10-07 06:52:26,-28.02,18.75,72.9,27,0,3.8
406,Kharp,RU,2020-10-07 06:52:26,66.8,65.81,36.03,79,94,10.83
407,Beaver Dam,US,2020-10-07 06:49:43,43.46,-88.84,59.0,62,40,13.02
408,Darnah,LY,2020-10-07 06:52:26,32.77,22.64,85.87,36,94,5.59
409,Mazatlan,MX,2020-10-07 06:52:27,23.22,-106.42,78.8,88,5,5.17
410,Luanda,AO,2020-10-07 06:47:52,-8.84,13.23,73.4,83,75,4.7
411,Te Anau,NZ,2020-10-07 06:50:04,-45.42,167.72,41.2,90,79,5.37
412,Cuamba,MZ,2020-10-07 06:52:27,-14.8,36.54,83.5,44,95,1.25
413,Quthing,LS,2020-10-07 06:52:28,-30.4,27.7,66.42,41,0,3.8
414,Limbang,MY,2020-10-07 06:52:28,4.75,115.0,87.8,70,75,5.82
415,Bela Palanka,RS,2020-10-07 06:52:28,43.22,22.31,59.0,93,100,3.36
416,Ornskoldsvik,SE,2020-10-07 06:52:28,63.29,18.72,50.0,100,100,21.92
417,Poum,NC,2020-10-07 06:52:28,-20.23,164.02,72.82,78,1,21.27
418,Codrington,AU,2020-10-07 06:52:29,-38.27,141.97,52.05,93,100,8.28
419,Naze,JP,2020-10-07 06:52:29,28.37,129.48,77.0,83,75,29.97
420,Phalaborwa,ZA,2020-10-07 06:52:29,-23.94,31.14,62.6,100,100,5.82
421,Tecoanapa,MX,2020-10-07 06:52:29,16.52,-98.75,75.88,92,8,5.75
422,Mashivka,UA,2020-10-07 06:52:30,49.44,34.87,63.66,39,76,18.61
423,Mahebourg,MU,2020-10-07 06:52:30,-20.41,57.7,80.6,74,40,11.41
424,Oktyabrskoye,RU,2020-10-07 06:52:30,43.06,44.74,53.6,81,40,6.71
425,Vidim,RU,2020-10-07 06:52:30,56.41,103.11,37.45,72,95,9.55
426,Conceicao Do Araguaia,BR,2020-10-07 06:52:30,-8.26,-49.26,76.3,73,100,0.72
427,Gizo,SB,2020-10-07 06:52:31,-8.1,156.84,83.62,72,7,7.25
428,Nador,MA,2020-10-07 06:52:31,35.17,-2.93,59.0,77,28,4.7
429,Mizdah,LY,2020-10-07 06:52:31,31.45,12.98,69.42,70,71,14.16
430,Neka,IR,2020-10-07 06:52:31,36.65,53.3,62.6,93,90,9.17
431,Berlevag,NO,2020-10-07 06:52:31,70.86,29.09,46.4,75,75,12.75
432,Takoradi,GH,2020-10-07 06:52:32,4.88,-1.76,77.36,88,100,7.14
433,Dongkan,CN,2020-10-07 06:52:32,34.0,119.83,68.11,58,97,9.82
434,Colgong,IN,2020-10-07 06:52:32,25.27,87.22,91.94,57,90,5.99
435,San Cristobal,VE,2020-10-07 06:52:33,7.77,-72.22,65.62,91,100,1.23
436,Stornoway,GB,2020-10-07 06:52:33,58.21,-6.39,52.0,93,75,14.99
437,Dhana,IN,2020-10-07 06:52:33,23.75,78.85,87.67,31,29,7.36
438,Maragogi,BR,2020-10-07 06:52:33,-9.01,-35.22,73.47,86,13,6.64
439,Dawlatabad,AF,2020-10-07 06:52:34,36.41,64.91,68.34,22,0,5.79
440,Daru,PG,2020-10-07 06:52:34,-9.08,143.21,79.0,80,100,15.3
441,Castelo Do Piaui,BR,2020-10-07 06:52:34,-5.32,-41.55,71.37,59,83,3.13
442,Bosaso,SO,2020-10-07 06:52:34,11.28,49.18,87.8,62,0,5.82
443,Cockburn Town,TC,2020-10-07 06:48:44,21.46,-71.14,81.84,75,0,16.67
444,Coffs Harbour,AU,2020-10-07 06:52:35,-30.3,153.13,71.6,73,80,11.41
445,Madang,PG,2020-10-07 06:52:35,-5.22,145.8,83.19,73,100,7.23
446,Funadhoo,MV,2020-10-07 06:52:35,6.15,73.27,81.93,75,63,13.87
447,Anori,BR,2020-10-07 06:52:35,-3.77,-61.64,70.74,95,75,1.34
448,Cabadiangan,PH,2020-10-07 06:52:36,9.75,122.47,81.57,80,100,8.48
449,Marienburg,PL,2020-10-07 06:52:36,54.04,19.03,54.0,100,67,11.41
450,Yulara,AU,2020-10-07 06:52:37,-25.24,130.99,69.8,23,0,5.82
451,Honolulu,US,2020-10-07 06:50:27,21.31,-157.86,80.6,61,40,10.29
452,Ayan,RU,2020-10-07 06:52:37,56.45,138.17,49.12,60,91,11.3
453,Karasjok,NO,2020-10-07 06:52:37,69.47,25.51,46.4,81,75,40.26
454,Buala,SB,2020-10-07 06:52:38,-8.14,159.59,82.51,73,96,4.32
455,Port Hardy,CA,2020-10-07 06:52:38,50.7,-127.42,44.6,100,20,3.36
456,Kiunga,PG,2020-10-07 06:52:38,-6.12,141.29,84.7,78,100,1.72
457,Digby,CA,2020-10-07 06:52:39,44.62,-65.77,51.01,91,98,3.0
458,Tyrma,RU,2020-10-07 06:52:39,50.08,132.17,47.62,57,99,6.38
459,Issenye,TZ,2020-10-07 06:52:39,-2.0,34.33,83.21,29,7,5.86
460,Saint-Leu,RE,2020-10-07 06:52:39,-21.15,55.28,78.8,74,20,11.41
461,Margate,GB,2020-10-07 06:47:56,51.38,1.39,51.01,84,97,5.01
462,Rio Cauto,CU,2020-10-07 06:52:40,20.56,-76.92,80.6,88,40,9.17
463,Manakara,MG,2020-10-07 06:52:40,-22.13,48.02,69.66,83,100,3.76
464,Porbandar,IN,2020-10-07 06:52:40,21.64,69.61,89.6,59,0,10.29
465,Sheffield,GB,2020-10-07 06:52:01,53.38,-1.47,51.01,83,6,3.0
466,Verkh-Usugli,RU,2020-10-07 06:52:41,52.7,115.17,42.85,60,100,4.32
467,Catuday,PH,2020-10-07 06:52:41,16.29,119.81,84.33,75,100,7.92
468,Mormugao,IN,2020-10-07 06:52:41,15.4,73.8,87.8,66,40,5.82
469,Yenagoa,NG,2020-10-07 06:52:41,4.92,6.26,77.25,89,87,1.95
470,Le Port,RE,2020-10-07 06:52:42,-20.94,55.29,78.8,74,75,16.11
471,Quelimane,MZ,2020-10-07 06:52:42,-17.88,36.89,78.8,65,75,9.17
472,Chamalieres,FR,2020-10-07 06:52:42,45.78,3.06,53.6,66,75,4.7
473,Ifanadiana,MG,2020-10-07 06:52:43,-21.3,47.63,70.45,80,94,3.2
474,Lewistown,US,2020-10-07 06:52:43,40.6,-77.57,55.99,100,20,5.46
475,Mukhen,RU,2020-10-07 06:52:44,48.1,136.1,50.52,62,74,8.16
476,Oranjestad,AW,2020-10-07 06:52:44,12.52,-70.03,78.8,88,20,5.82
477,Terrace,CA,2020-10-07 06:52:44,54.52,-128.6,44.6,93,75,11.41
478,Roma,US,2020-10-07 06:52:44,43.21,-75.46,62.6,48,90,4.7
479,Tilichiki,RU,2020-10-07 06:52:45,60.47,166.1,34.56,89,100,27.11
480,Salinas,US,2020-10-07 06:52:45,36.68,-121.66,55.4,93,90,3.36
481,Khambhat,IN,2020-10-07 06:52:45,22.3,72.62,91.4,52,19,5.82
482,Parrita,CR,2020-10-07 06:52:45,9.52,-84.32,68.0,100,75,3.36
483,Korla,CN,2020-10-07 06:52:46,41.76,86.15,65.84,21,0,11.83
484,Dongsheng,CN,2020-10-07 06:52:46,39.82,109.98,59.79,33,0,14.36
485,Iquique,CL,2020-10-07 06:52:08,-20.22,-70.14,59.0,82,90,4.7
486,Maniitsoq,GL,2020-10-07 06:52:47,65.42,-52.9,24.82,84,0,9.53
487,Dingle,PH,2020-10-07 06:52:47,11.0,122.67,81.23,86,100,2.42
488,Taltal,CL,2020-10-07 06:52:47,-25.4,-70.48,57.83,75,94,4.56
489,Lydenburg,ZA,2020-10-07 06:52:47,-25.1,30.46,63.0,100,99,5.01
490,San Francisco,US,2020-10-07 06:48:30,37.77,-122.42,57.0,87,40,18.34
491,Kjollefjord,NO,2020-10-07 06:52:48,70.95,27.35,46.4,75,75,21.92
492,Chiredzi,ZW,2020-10-07 06:52:48,-21.05,31.67,74.71,59,100,11.74
493,Kindu,CD,2020-10-07 06:52:48,-2.95,25.95,77.7,74,31,4.21
494,Dawei,MM,2020-10-07 06:52:48,14.08,98.2,84.43,81,78,4.63
495,Port-Gentil,GA,2020-10-07 06:52:49,-0.72,8.78,77.0,94,90,5.82
496,Saint-Pierre,RE,2020-10-07 06:51:53,-21.34,55.48,78.8,74,20,11.41
497,Wewak,PG,2020-10-07 06:52:49,-3.55,143.63,82.98,73,25,8.03
498,Bonthe,SL,2020-10-07 06:52:50,7.53,-12.51,76.6,88,99,3.06
499,Sunrise Manor,US,2020-10-07 06:52:50,36.21,-115.07,78.8,9,20,2.24
500,Chabahar,IR,2020-10-07 06:52:50,25.29,60.64,86.0,51,0,6.24
501,Camopi,GF,2020-10-07 06:52:50,3.17,-52.32,71.51,97,75,0.74
502,Bagdarin,RU,2020-10-07 06:52:51,54.43,113.6,40.57,66,100,3.78
503,Pitimbu,BR,2020-10-07 06:52:51,-7.47,-34.81,73.4,94,20,4.7
504,Bellview,US,2020-10-07 06:52:52,30.46,-87.31,75.2,94,90,5.82
505,Anadyr,RU,2020-10-07 06:52:52,64.75,177.48,37.4,86,90,35.79
506,Sur,OM,2020-10-07 06:52:52,22.57,59.53,93.18,24,15,6.17
507,Kayankulam,IN,2020-10-07 06:52:52,9.18,76.5,82.47,80,84,13.35
508,Hamilton,US,2020-10-07 06:52:53,39.18,-84.53,59.0,62,1,8.05
509,Bijie,CN,2020-10-07 06:52:53,27.31,105.29,56.39,83,100,2.24
510,Shetpe,KZ,2020-10-07 06:52:53,44.17,52.12,54.3,31,0,10.94
511,Mubende,UG,2020-10-07 06:52:53,0.56,31.39,80.29,49,1,2.93
512,Norman Wells,CA,2020-10-07 06:52:54,65.28,-126.83,37.4,89,40,9.17
513,Glenwood Springs,US,2020-10-07 06:52:54,39.55,-107.32,48.2,17,1,4.7
514,Kazachinskoye,RU,2020-10-07 06:52:54,57.7,93.28,36.99,79,100,12.12
515,Nagapattinam,IN,2020-10-07 06:52:55,10.77,79.83,91.67,51,0,4.05
516,Ambunti,PG,2020-10-07 06:52:55,-4.24,142.84,91.17,57,82,2.44
517,Yarada,IN,2020-10-07 06:52:55,17.65,83.27,86.0,79,75,3.36
518,Coquimbo,CL,2020-10-07 06:52:55,-29.95,-71.34,50.0,81,0,5.82
519,Igbon,PH,2020-10-07 06:52:55,11.21,123.17,81.16,83,100,10.87
520,Manokwari,ID,2020-10-07 06:52:56,-0.87,134.08,82.62,76,86,7.23
521,Pauini,BR,2020-10-07 06:52:56,-7.71,-66.98,71.94,96,100,2.28
522,Honningsvag,NO,2020-10-07 06:52:56,70.98,25.97,46.4,75,75,21.92
523,Kudahuvadhoo,MV,2020-10-07 06:52:08,2.67,72.89,82.71,79,56,11.81
524,Kavaratti,IN,2020-10-07 06:52:57,10.57,72.64,81.03,77,0,13.11
525,Camargo,MX,2020-10-07 06:52:57,27.67,-105.17,65.71,32,0,2.21
526,Dicabisagan,PH,2020-10-07 06:52:58,17.08,122.42,79.86,85,100,11.45
527,Uvelskiy,RU,2020-10-07 06:52:58,54.44,61.36,40.91,71,77,12.62
528,Nikko,JP,2020-10-07 06:52:58,36.75,139.62,68.0,52,75,10.29
529,Sola,VU,2020-10-07 06:52:58,-13.88,167.55,80.6,88,90,5.82
530,Hohhot,CN,2020-10-07 06:52:59,40.81,111.65,64.4,36,0,6.71
531,Corinth,GR,2020-10-07 06:52:59,37.94,22.96,78.01,51,88,1.99
532,Maarianhamina,AX,2020-10-07 06:52:59,60.1,19.93,57.2,87,40,17.22
533,Mecca,SA,2020-10-07 06:52:22,21.43,39.83,95.92,30,0,6.33
534,Amahai,ID,2020-10-07 06:53:00,-3.33,128.92,82.24,77,100,4.34
535,Flinders,AU,2020-10-07 06:53:00,-34.58,150.86,66.0,90,100,1.99
536,Ryki,PL,2020-10-07 06:53:00,51.63,21.93,57.0,10,98,5.37
537,Kosa,RU,2020-10-07 06:53:01,59.94,55.0,37.72,88,98,3.74
538,Menongue,AO,2020-10-07 06:53:01,-14.66,17.69,83.07,17,11,3.62
539,Belmonte,BR,2020-10-07 06:53:01,-15.86,-38.88,71.6,88,20,5.82
540,Puerto Quijarro,BO,2020-10-07 06:53:02,-17.78,-57.77,79.47,37,99,2.95
541,Shimoda,JP,2020-10-07 06:53:02,34.67,138.95,66.2,77,90,17.22
542,Micheweni,TZ,2020-10-07 06:53:02,-4.97,39.83,82.06,65,62,7.81
543,Arlit,NE,2020-10-07 06:50:29,18.74,7.39,92.84,12,0,9.89
544,Roswell,US,2020-10-07 06:53:02,34.02,-84.36,60.8,93,1,0.74
545,Ogaminana,NG,2020-10-07 06:53:03,7.59,6.22,70.97,91,100,2.59
546,Nemuro,JP,2020-10-07 06:53:03,43.32,145.57,55.4,87,75,6.93
547,Lugovoy,KZ,2020-10-07 06:53:03,42.95,72.76,53.64,40,0,4.79
548,Strehaia,RO,2020-10-07 06:53:03,44.62,23.2,61.0,100,90,2.24
549,Mantua,IT,2020-10-07 06:53:04,45.17,10.78,57.99,90,0,4.0
550,Rongcheng,CN,2020-10-07 06:53:04,30.63,117.85,61.65,83,100,4.29
551,Targusor,RO,2020-10-07 06:53:04,44.45,28.42,68.0,77,0,12.75
552,Plaster Rock,CA,2020-10-07 06:53:05,46.91,-67.39,53.6,81,90,5.82
553,Suhut,TR,2020-10-07 06:53:05,38.53,30.55,60.8,48,78,4.7
554,Teya,RU,2020-10-07 06:53:05,60.38,92.63,34.9,85,100,11.97
555,Tamandare,BR,2020-10-07 06:53:05,-8.76,-35.1,73.9,86,14,6.55
556,Sabha,LY,2020-10-07 06:53:06,27.04,14.43,83.82,17,0,9.86
557,Aksu,CN,2020-10-07 06:53:06,41.12,80.26,66.67,23,0,1.19
